0,0
0,0
0,0
0,0
0,0
1,0
0,0
1,332453253212178e-16
5,121374695588253e-17
2,7582709413889006e-18
0,0
2,0900668394402862e-18
-0,125
-4,981730874289798e-18
0,0
1,746428117179514e-18
-4,9817308742897975e-18
-5,198558722892709e-18
-4,981730874289798e-18
0,06249999999999999
0,1745
0,06249999999999999
0,1151409097207463
0,017816726514408514
0,044751073410241544
0,08756302892135057
0,05721029755487928
0,03957557673157597
0,05005100879634717
0,03987355706513572
0,05005100879634718
0,06969923686961052
0,02738070215668959
0,05184314647626423
0,050686358887953094
0,06059924167173201
0,045506474091646563
0,04585527686467739
0,05204489473144221
0,04871956233950328
0,04868442622048226
0,048442230869285084
0,04800218570990253
0,0498483209005362
0,047451494576476974
0,0493603908976242
0,04752620624840646
0,049417870425153027
0,04876926514351401
0,048860926665033604
0,04837603584568755
0,04859764286117091
0,048759428545895975
0,04896672909556764
0,04881330844153752
0,04863106242488119
0,04876147919514924
0,04863962871826761
0,04878213199650596
0,0487688039378516
0,048792058765038185
0,048709534992257046
0,04873176821838745
0,048780023561283074
0,048759428545895975
0,04876572467922864
0,04874909640591002
0,04876233510337987
0,04875963789176578
0,048759398416148514
0,04876131697064267
0,04875926550211587
0,04875569531947838
0,048759412147051484
0,04875939629769117
0,04875933033565051
0,048759810696349375
0,0487595351286436
0,048759121040948504
0,04875929381166087
0,04876023359949991
