0,005
0,005
0,005
1,005
0,005
0,005
0,005
0,0009999999999999974
0,0009999999999999983
0,001
-0,11994645964884387
0,0009999999999999731
-0,11994645964884387
0,001000000000000098
-0,11994645964884387
0,0010000000000000148
0,0010000000000000102
-0,04764746690467656
0,0009999999999999707
0,0010000000000000978
0,001000000000000013
0,0010000000000001074
0,001000000000000014
0,04354518576735401
0,000999999999999993
0,0009999999999999966
0,013580897801989128
0,035474466656035285
0,0043150517476613845
0,006370041835335268
0,004315051747661387
0,007668012713422961
0,015545928728302273
0,0009999999999999996
0,0070091900475109225
0,005719972630224038
0,0094975217658273
0,001
0,006286767734017462
0,0040717754302053225
0,0009999999999999996
0,0010000000000000002
0,0020987615938393694
0,0009999999999999998
0,0010000000000000005
0,0010526019410488988
0,0009999999999999996
0,0011035604052843785
0,0013960142165423707
0,0009999999999999998
0,0009999999999999996
0,0011398032633307283
0,001
0,001
0,0009947189005413014
0,001
0,0011219506033542795
0,001
0,001
0,001
0,001
0,001
0,001
0,001
0,0009847412109375
0,0010073358893174732
0,001004942415773074
0,001
0,0010029045871783853
0,0010007514071380022
0,001
0,0010006809877486493
0,0010001420288690255
0,0009984963185296198
0,001
0,0010015195434157273
0,0010010578333279829
0,001
0,0009999184337454235
0,0010005590450100168
0,0010000983949605435
